Author,Comment,sentiment_label
imel usb,trudeau unity i can see people standing together   with gravel in their hands,neutral
The Goldilocks Channel,he shouldnt be prime minister and people know this but yet he still wins everytime hm i wonder why ,negative
greg baniak,you have seen people booing you yelling with displeasure you have seen people disgusted with you,negative
Red Squirrel,he did nt win anything he lost the country 600m to basically get status quo you know what would have been a win not having an election and putting that money towards green energy projects or something,negative
Cosmoski,for all liberal haters he did it so people don  t forget all the good things he did during pandemic and also so ur gets 13 yrs instead of 10hate on me all you want i do not care and i  m stating facts,negative
Greg Gorman,ha did not even notice there was a vote going on and its already over,negative
Thomas Gunnarski,canada  s biggest loser ashamed to say he  s my pmthanks toronto,negative
Salre 22,democracy always turns into who can give the most free stuff out,neutral
Larry Costas,now it shows how educated is the majority population of canada he is laughing all the way to the bank  Extreme happiness laughter,positive
Cole Weathers,one seat less then last election was it worth it,neutral
Yes,congratulations justin Canada  just take a little more time in your decision s,positive
Cristina Ordeig,we canadians are thrilled with the winning of prime minister trudeau and the continuity of his government we agreed with the calling of a election and canadians in a democratic manner gave the liberals a 3 rd minority government we wanted a majority but now his government know what is the canadians willall the best to you prime minister and to your cabinet we support you,positive
Valens AisreP,victory for him and his family not for canadians,negative
TubeDeviant,notice how he s wearing a mask when he enters then takes it off  ca nt stand his hypocrisy and that is just one instance and notice how he implies that his government is capable to  ending  the pandemic and ono one else can  how he talks about  reconciliation  when in reality it s just a political talking point and buying votes how he talks about  serving  canadians but he only serves those who vote for him ,negative
Northern Hoarder,lucky this guy has tons of illegals v0ting for him and d0minion counting the votes,negative
Gord Morris,first off it was nt a victory remember he wanted a majority second it s a sad day for canada always will be when one dam providence that wants to leave canada gets 78 seats now that s pure bull  it and east coast hey he s been screwing you for since his dad got in and all you say is more please pathetic,negative
Sosoliel,this is some kind of joke right this is a shame and an embarrassment wow,negative
Dylan Adrian,not a very strong democracy when 2 or 3 cities decide the prime minister,negative
Bricksie’s #1 Fan!,his daughter and son woooo my dad is so awesome laughing out loud i do not care about canadian politics don  t take this seriously i  m joking,positive
Cole Weathers,i got the privilege of flipping him the bird today and he looked me in the eye and i love it speak mostly for peoplekind,positive
Jun Rodas,ca nt blame him for winning other parties were just disparaging him and said nothing for themselves and about themselves they were all blaming trudeau for the election as if they did nt want it to happen if as they trudeau was the only one who wanted the election who else would people vote for blame it on wrong campaign strategy,negative
jack mang,laughing out loud look at the likes ratio,neutral
